id,xmin,ymin,xmax,ymax,label,image_name
0,256.984130859375,340.6349182128906,310.1587219238281,465.71429443359375,10,0
1,190.95237731933594,260.0,267.77777099609375,369.3650817871094,10,0
2,170.3174591064453,356.5079345703125,266.8254089355469,422.5396728515625,99,0
3,68.88888549804688,373.1745910644531,202.85714721679688,568.09521484375,10,1
4,153.65078735351562,266.8254089355469,351.5873107910156,368.25396728515625,10,1
5,177.3015899658203,418.4126892089844,339.8412780761719,532.6984252929688,99,1
6,184.12698364257812,343.6507873535156,316.984130859375,406.6666564941406,8,1
7,232.38095092773438,375.0793762207031,271.74603271484375,432.22222900390625,37,2
8,332.8571472167969,251.11111450195312,382.0635070800781,323.015869140625,8,2
9,207.77777099609375,305.23809814453125,297.77777099609375,367.30157470703125,56,3
10,210.1587371826172,260.0,350.0,320.0,10,4
11,249.5238037109375,312.0635070800781,398.25396728515625,374.1269836425781,10,4
12,185.55555725097656,311.1111145019531,248.57142639160156,378.0952453613281,36,4
13,208.88888549804688,208.73016357421875,314.9206237792969,262.8571472167969,93,4
14,68.31999969482422,430.8800048828125,139.36000061035156,506.239990234375,70,5
15,116.63999938964844,291.5199890136719,273.1199951171875,420.9599914550781,43,5
16,194.8800048828125,378.239990234375,338.55999755859375,540.3200073242188,43,5
17,131.83999633789062,377.44000244140625,197.27999877929688,518.239990234375,91,5
18,238.8800048828125,256.0,297.1199951171875,406.7200012207031,43,6
19,74.87999725341797,256.0,164.47999572753906,403.20001220703125,43,6
20,127.5199966430664,341.760009765625,251.1999969482422,432.79998779296875,91,6
21,196.32000732421875,253.1199951171875,301.6000061035156,327.0400085449219,91,7
22,119.5199966430664,310.0799865722656,213.44000244140625,452.32000732421875,43,7
23,177.75999450683594,318.55999755859375,263.0400085449219,456.4800109863281,43,7
24,150.72000122070312,264.4800109863281,201.9199981689453,322.7200012207031,70,7
25,221.9199981689453,425.2799987792969,334.239990234375,513.4400024414062,91,8
26,207.67999267578125,318.55999755859375,325.760009765625,425.2799987792969,43,8
27,148.8000030517578,390.239990234375,281.1199951171875,487.0400085449219,43,8
28,115.19999694824219,290.0799865722656,250.24000549316406,399.5199890136719,56,9
29,147.1999969482422,304.32000732421875,305.1199951171875,409.6000061035156,56,10
30,162.0800018310547,207.67999267578125,284.32000732421875,331.3599853515625,56,11
31,145.9199981689453,391.0400085449219,306.55999755859375,500.4800109863281,56,12
32,152.0,442.0,226.0,518.6666870117188,51,13
33,108.0,386.6666564941406,187.3333282470703,464.6666564941406,51,13
34,202.0,344.0,268.6666564941406,410.6666564941406,51,14
35,140.6666717529297,340.0,204.6666717529297,406.6666564941406,51,14
36,217.3333282470703,401.3333435058594,266.0,459.3333435058594,23,14
37,169.3333282470703,382.6666564941406,244.6666717529297,456.6666564941406,51,15
38,202.0,292.6666564941406,280.0,366.6666564941406,51,15
39,110.66666412353516,381.3333435058594,172.0,441.3333435058594,23,16
40,173.3333282470703,368.6666564941406,240.0,441.3333435058594,51,16
41,237.3333282470703,384.0,311.3333435058594,459.3333435058594,51,16
42,169.5238037109375,231.42857360839844,254.12698364257812,313.1745910644531,54,17
43,153.8095245361328,303.1745910644531,214.92063903808594,354.4444580078125,45,17
44,199.04762268066406,319.047607421875,297.4603271484375,414.6031799316406,54,18
45,191.0,360.5,274.5,477.5,92,19
46,100.5,358.5,145.0,400.0,45,19
47,114.5,321.0,160.0,368.5,12,20
48,220.0,245.0,341.0,353.5,92,21
49,203.8095245361328,213.3333282470703,260.6349182128906,277.30157470703125,41,22
50,162.53968811035156,146.5079345703125,235.07936096191406,207.61904907226562,64,22
51,141.26983642578125,193.4920654296875,205.23809814453125,266.03173828125,64,22
52,205.23809814453125,287.30157470703125,287.77777099609375,372.69842529296875,64,23
53,110.0,480.6349182128906,209.5238037109375,580.1587524414062,64,23
54,442.239990234375,502.0799865722656,479.20001220703125,578.8800048828125,75,24
55,135.0399932861328,234.72000122070312,260.1600036621094,317.2799987792969,89,24
56,157.9199981689453,344.1600036621094,300.1600036621094,415.20001220703125,89,24
57,85.27999877929688,292.9599914550781,157.75999450683594,460.79998779296875,43,24
58,163.52000427246094,268.79998779296875,321.44000244140625,344.1600036621094,43,24
59,150.72000122070312,250.24000549316406,201.9199981689453,314.239990234375,75,25
60,187.67999267578125,275.8399963378906,300.0,345.6000061035156,89,25
61,76.80000305175781,275.8399963378906,203.36000061035156,376.79998779296875,43,25
62,85.27999877929688,349.9200134277344,214.72000122070312,449.44000244140625,43,25
63,212.8000030517578,331.3599853515625,277.6000061035156,386.239990234375,75,25
64,194.60317993164062,309.047607421875,256.6666564941406,370.0,64,26
65,294.1269836425781,278.4126892089844,363.015869140625,328.5714416503906,64,26
66,178.88888549804688,366.03173828125,233.96824645996094,460.4761962890625,79,26
67,221.90475463867188,432.3809509277344,298.73016357421875,567.4603271484375,10,27
68,180.63491821289062,330.0,332.8571472167969,392.5396728515625,104,27
69,187.77777099609375,388.25396728515625,263.1745910644531,513.3333129882812,10,27
70,230.1587371826172,227.3015899658203,292.22222900390625,314.9206237792969,58,28
71,325.0793762207031,252.38095092773438,380.952392578125,308.5714416503906,64,29
72,199.5238037109375,286.5079345703125,235.39682006835938,342.69842529296875,72,29
73,220.4761962890625,209.6825408935547,321.9047546386719,320.0,104,29
74,292.0635070800781,346.5079345703125,348.5714416503906,404.9206237792969,64,29
75,222.53968811035156,196.1904754638672,273.80950927734375,243.1746063232422,45,30
76,158.57142639160156,273.015869140625,268.0952453613281,344.1269836425781,92,30
77,181.7301025390625,251.21107482910156,246.6436004638672,346.8511962890625,89,31
78,281.24566650390625,333.0103759765625,362.9065856933594,440.41522216796875,61,31
79,101.0380630493164,334.9480895996094,147.2664337158203,456.19378662109375,61,31
80,136.4705810546875,487.7508544921875,235.84774780273438,555.7093505859375,89,31
81,269.3425598144531,186.15916442871094,332.3183288574219,313.2179870605469,61,32
82,138.5467071533203,359.58477783203125,232.11073303222656,472.941162109375,61,32
83,222.14532470703125,298.5467224121094,324.5674743652344,370.51904296875,89,32
84,225.05191040039062,374.9480895996094,312.2491455078125,468.5121154785156,89,32
85,216.1937713623047,219.79238891601562,320.5536193847656,328.16607666015625,89,33
86,170.9342498779297,327.058837890625,285.12109375,403.87542724609375,89,33
87,75.43252563476562,295.64013671875,189.619384765625,417.85467529296875,61,33
88,96.19377136230469,400.6920471191406,252.7335662841797,479.58477783203125,61,33
89,283.04498291015625,319.8616027832031,359.8616027832031,466.7127990722656,89,34
90,222.14532470703125,214.53286743164062,347.1280212402344,374.1176452636719,61,34
91,118.47750854492188,377.9930725097656,267.1280212402344,511.9723205566406,61,34
92,157.50865173339844,340.6228332519531,296.3321838378906,452.4567565917969,89,34
93,93.91999816894531,291.5199890136719,166.39999389648438,445.1199951171875,43,35
94,149.27999877929688,284.4800109863281,210.39999389648438,418.239990234375,2,35
95,95.36000061035156,389.760009765625,246.0800018310547,510.7200012207031,43,35
96,199.0399932861328,298.7200012207031,288.6400146484375,436.6400146484375,2,35
97,167.83999633789062,260.32000732421875,307.20001220703125,386.8800048828125,43,36
98,103.83999633789062,217.60000610351562,241.75999450683594,281.6000061035156,2,36
99,41.279998779296875,311.5199890136719,183.52000427246094,418.239990234375,2,36
100,82.55999755859375,271.67999267578125,231.83999633789062,388.32000732421875,43,36
101,227.52000427246094,223.36000061035156,292.9599914550781,295.8399963378906,75,36
102,125.12000274658203,193.44000244140625,204.8000030517578,340.0,43,37
103,189.1199951171875,169.27999877929688,300.0,284.4800109863281,2,37
104,170.72000122070312,231.83999633789062,303.0400085449219,362.7200012207031,43,37
105,56.959999084472656,248.9600067138672,136.63999938964844,394.0799865722656,2,37
106,92.5,177.0,200.0,280.5,26,38
107,113.0,263.0,201.5,378.0,26,38
108,283.5,248.0,330.0,291.5,46,38
109,243.0,356.5,345.5,413.5,91,38
110,187.0,209.5,301.0,268.5,26,39
111,171.5,296.5,284.5,347.5,26,39
112,229.5,336.5,306.5,419.0,91,39
113,113.4920654296875,324.9206237792969,165.7142791748047,372.22222900390625,45,40
114,146.984130859375,262.8571472167969,211.90475463867188,338.73016357421875,38,40
